ExtremeAbsMode1-Value,ExtremeAbsMode1-freq,ExtremeAbsMode2-Value,ExtremeAbsMode2-freq,ExtremeAbsMode3-Value,ExtremeAbsMode3-freq,ExtremeAbsMode4-Value,ExtremeAbsMode4-freq,ExtremeAbsMode5-Value,ExtremeAbsMode5-freq,ExtremeDiffMode1-Value,ExtremeDiffMode1-freq,ExtremeDiffMode2-Value,ExtremeDiffMode2-freq,ExtremeDiffMode3-Value,ExtremeDiffMode3-freq,ExtremeDiffMode4-Value,ExtremeDiffMode4-freq,ExtremeDiffMode5-Value,ExtremeDiffMode5-freq,ExtremeTrendMode1-Value,ExtremeTrendMode1-freq,ExtremeTrendMode2-Value,ExtremeTrendMode2-freq,ExtremeTrendMode3-Value,ExtremeTrendMode3-freq,ExtremeTrendMode4-Value,ExtremeTrendMode4-freq,ExtremeTrendMode5-Value,ExtremeTrendMode5-freq,ExtremePowerMode1-Value,ExtremePowerMode1-freq,ExtremePowerMode2-Value,ExtremePowerMode2-freq,ExtremePowerMode3-Value,ExtremePowerMode3-freq,ExtremePowerMode4-Value,ExtremePowerMode4-freq,ExtremePowerMode5-Value,ExtremePowerMode5-freq,ExtremePower2Mode1-Value,ExtremePower2Mode1-freq,ExtremePower2Mode2-Value,ExtremePower2Mode2-freq,ExtremePower2Mode3-Value,ExtremePower2Mode3-freq,ExtremePower2Mode4-Value,ExtremePower2Mode4-freq,ExtremePower2Mode5-Value,ExtremePower2Mode5-freq,ExpertResult
 0.018, 0.678, 0.016, 0.904, 0.015, 3.363, 0.011, 2.058, 0.010, 2.460, 0.012, 0.678, 0.011, 0.904, 0.011, 3.363, 0.007, 1.857, 0.007, 1.707, 0.018, 0.678, 0.016, 0.904, 0.015, 3.363, 0.011, 2.058, 0.010, 2.460, 0.038, 0.678, 0.033, 1.707, 0.025, 0.904, 0.022, 1.857, 0.020, 3.363, 0.066, 0.678, 0.044, 1.707, 0.041, 3.363, 0.035, 3.740, 0.035, 0.904,3
 0.021, 0.602, 0.020, 4.618, 0.017, 0.728, 0.015, 1.405, 0.014, 3.790, 0.014, 0.728, 0.012, 0.602, 0.011, 4.618, 0.009, 3.790, 0.009, 1.405, 0.021, 0.602, 0.020, 4.618, 0.017, 0.728, 0.015, 1.405, 0.014, 3.790, 0.046, 0.728, 0.038, 1.405, 0.030, 0.602, 0.028, 3.790, 0.022, 4.618, 0.063, 1.405, 0.060, 0.728, 0.049, 4.618, 0.046, 0.602, 0.040, 4.568,3
 0.048, 0.602, 0.029, 0.678, 0.028, 1.707,0,0,0,0, 0.024, 0.602, 0.022, 1.707, 0.019, 0.678,0,0,0,0, 0.048, 0.602, 0.029, 0.678, 0.028, 1.707,0,0,0,0, 0.080, 1.280, 0.050, 0.678, 0.038, 1.707, 0.038, 2.911, 0.035, 2.811, 0.099, 1.280, 0.090, 0.828, 0.089, 0.678, 0.068, 0.979, 0.061, 0.602,3
 0.032, 0.954, 0.029, 0.653, 0.027, 0.753, 0.025, 1.104, 0.025, 0.853, 0.022, 0.954, 0.018, 0.753, 0.017, 0.653, 0.015, 3.238, 0.013, 2.736, 0.032, 0.954, 0.029, 0.653, 0.027, 0.753, 0.025, 1.104, 0.025, 0.853, 0.056, 2.736, 0.043, 0.753, 0.041, 0.954, 0.037, 3.238, 0.036, 1.154, 0.094, 0.853, 0.085, 0.753, 0.076, 0.954, 0.073, 2.736, 0.072, 1.154,3
 0.016, 1.079, 0.015, 0.627, 0.015, 1.280, 0.014, 4.166, 0.013, 0.778, 0.011, 1.079, 0.009, 4.166, 0.008, 3.313, 0.008, 2.610, 0.007, 2.183, 0.016, 1.079, 0.015, 0.627, 0.015, 1.280, 0.014, 4.166, 0.013, 0.778, 0.035, 1.079, 0.020, 2.183, 0.019, 0.778, 0.019, 4.166, 0.019, 1.230, 0.053, 1.079, 0.051, 0.929, 0.049, 1.330, 0.049, 0.778, 0.044, 4.166,3
 0.798, 2.295, 0.511, 2.222, 0.456, 2.368,0,0,0,0, 0.516, 2.295, 0.237, 2.222, 0.179, 2.368,0,0,0,0, 0.798, 2.295, 0.511, 2.222, 0.456, 2.368,0,0,0,0, 1.071, 2.295, 0.449, 2.222, 0.224, 2.368,0,0,0,0, 2.425, 2.295, 1.532, 2.222, 1.010, 2.368,0,0,0,0,6
 0.021, 2.384, 0.020, 5.798, 0.019, 2.183, 0.019, 2.660, 0.019, 1.857, 0.013, 5.798, 0.012, 5.647, 0.011, 2.660, 0.011, 2.384, 0.010, 3.187, 0.021, 2.384, 0.020, 5.798, 0.019, 2.183, 0.019, 2.660, 0.019, 1.857, 0.035, 5.070, 0.034, 5.798, 0.032, 5.647, 0.028, 2.008, 0.026, 4.944, 0.093, 2.183, 0.087, 1.230, 0.082, 1.004, 0.082, 2.384, 0.071, 5.647,6
 0.716, 2.295,0,0,0,0,0,0,0,0, 0.579, 2.295,0,0,0,0,0,0,0,0, 0.716, 2.295,0,0,0,0,0,0,0,0, 2.449, 2.295,0,0,0,0,0,0,0,0, 3.265, 2.295,0,0,0,0,0,0,0,0,6
 1.000, 2.222, 0.820, 2.515, 0.792, 2.271, 0.737, 2.417, 0.633, 1.880, 0.856, 2.222, 0.610, 2.515, 0.579, 2.271, 0.460, 2.417, 0.459, 2.124, 1.000, 2.222, 0.820, 2.515, 0.792, 2.271, 0.737, 2.417, 0.633, 1.880, 2.900, 2.515, 2.022, 2.271, 1.655, 2.124, 0.925, 2.417, 0.871, 2.222, 4.385, 2.515, 2.857, 2.271, 2.078, 2.124, 1.956, 2.417, 1.410, 2.783,6
 0.446, 3.363, 0.443, 5.697, 0.443, 3.238, 0.432, 1.431, 0.421, 5.020, 0.289, 5.697, 0.268, 3.363, 0.251, 3.238, 0.241, 5.923, 0.231, 3.689, 0.446, 3.363, 0.443, 5.697, 0.443, 3.238, 0.432, 1.431, 0.421, 5.020, 1.225, 5.697, 0.996, 2.434, 0.975, 3.238, 0.797, 1.958, 0.776, 1.606, 2.557, 2.434, 2.382, 3.238, 2.229, 1.606, 2.071, 5.697, 1.710, 5.020,3
 1.000, 3.062, 0.789, 1.506, 0.783, 1.230, 0.770, 0.916, 0.769, 2.911, 0.806, 3.062, 0.596, 2.936, 0.586, 2.911, 0.568, 1.506, 0.386, 2.987, 1.000, 3.062, 0.789, 1.506, 0.783, 1.230, 0.770, 0.916, 0.769, 2.911, 1.760, 1.506, 1.614, 3.062, 1.541, 2.911, 1.285, 2.936, 1.082, 1.230, 4.460, 1.732, 4.208, 0.916, 3.633, 3.200, 3.633, 1.142, 3.471, 1.004,7
 1.000, 3.238, 0.647, 3.200, 0.583, 1.067,0,0,0,0, 0.831, 3.238, 0.510, 3.200, 0.362, 1.067,0,0,0,0, 1.000, 3.238, 0.647, 3.200, 0.583, 1.067,0,0,0,0, 1.243, 3.200, 1.113, 1.481, 1.030, 3.238, 0.755, 1.004, 0.644, 1.230, 2.368, 1.481, 2.343, 1.092, 2.114, 0.941, 2.033, 1.230, 1.620, 1.004,7
 1.000, 2.911, 0.733, 2.773, 0.634, 1.518, 0.588, 3.087,0,0, 0.943, 2.911, 0.643, 2.773, 0.588, 1.518, 0.519, 3.087,0,0, 1.000, 2.911, 0.733, 2.773, 0.634, 1.518, 0.588, 3.087,0,0, 1.830, 3.087, 1.366, 2.911, 0.923, 2.773, 0.892, 1.518, 0.678, 2.874, 2.122, 3.087, 1.466, 2.911, 1.156, 1.518, 1.107, 2.773, 0.913, 2.874,7
 1.000, 3.175, 0.889, 3.200, 0.684, 0.954, 0.672, 0.991, 0.622, 1.042, 0.670, 3.175, 0.574, 3.200, 0.427, 3.137,0,0,0,0, 1.000, 3.175, 0.889, 3.200, 0.684, 0.954, 0.672, 0.991, 0.622, 1.042, 2.454, 3.200, 1.362, 3.137, 1.139, 1.042, 0.864, 3.175,0,0,10.024, 1.042, 6.581, 3.200, 4.260, 1.644, 4.010, 1.481, 3.211, 0.991,6
 1.000, 1.016, 0.954, 0.916, 0.933, 0.941, 0.904, 0.966, 0.863, 1.054, 0.223, 1.016, 0.166, 1.054, 0.111, 0.966, 0.076, 1.318,0,0, 1.000, 1.016, 0.954, 0.916, 0.933, 0.941, 0.904, 0.966, 0.863, 1.054, 2.300, 1.054, 0.857, 1.318, 0.525, 0.966,0,0,0,0,16.252, 1.054,10.212, 1.318, 5.194, 1.581, 4.971, 1.933, 4.822, 1.682,4
 1.000, 2.283, 0.772, 2.258, 0.556, 2.393,0,0,0,0, 0.732, 2.283, 0.496, 2.258, 0.484, 2.393,0,0,0,0, 1.000, 2.283, 0.772, 2.258, 0.556, 2.393,0,0,0,0, 2.450, 2.283, 1.785, 2.393, 1.239, 2.258,0,0,0,0, 4.087, 3.223, 3.118, 2.283, 2.765, 2.393, 1.709, 2.258, 1.287, 2.563,7
 1.000, 2.307,0,0,0,0,0,0,0,0, 0.946, 2.307,0,0,0,0,0,0,0,0, 1.000, 2.307,0,0,0,0,0,0,0,0, 2.705, 2.307,0,0,0,0,0,0,0,0, 3.128, 2.307,0,0,0,0,0,0,0,0,6
 1.000, 2.319, 0.599, 2.295,0,0,0,0,0,0, 0.835, 2.319, 0.461, 2.295,0,0,0,0,0,0, 1.000, 2.319, 0.599, 2.295,0,0,0,0,0,0, 1.722, 2.295, 1.604, 2.319,0,0,0,0,0,0, 2.020, 2.295, 1.972, 2.319,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 1.000, 7.090, 0.906, 7.065, 0.879, 7.303, 0.860, 7.027, 0.525, 7.241, 0.716, 7.303, 0.625, 7.090, 0.441, 5.986, 0.425, 7.027, 0.421, 7.241, 1.000, 7.090, 0.906, 7.065, 0.879, 7.303, 0.860, 7.027, 0.525, 7.241, 2.490, 7.090, 1.340, 7.303, 1.322, 7.241, 1.199, 5.898, 1.076, 7.027, 3.363, 7.090, 2.981, 7.065, 2.747, 7.027, 2.063, 5.898, 1.666, 7.303,8
 1.000, 0.916, 0.891, 0.954, 0.881, 0.991, 0.802, 1.054, 0.760, 1.092, 0.485, 2.422, 0.326, 2.472, 0.111, 0.991, 0.105, 0.916, 0.101, 0.954, 1.000, 0.916, 0.891, 0.954, 0.881, 0.991, 0.802, 1.054, 0.760, 1.092, 1.172, 2.472, 0.705, 2.422, 0.394, 0.991, 0.365, 0.954, 0.361, 1.995, 4.896, 0.991, 4.294, 1.293, 4.090, 1.167, 4.068, 1.719, 4.059, 1.518,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
 1.000, 2.158, 0.773, 1.481,0,0,0,0,0,0, 0.993, 2.158, 0.760, 1.481,0,0,0,0,0,0, 1.000, 2.158, 0.773, 1.481,0,0,0,0,0,0, 2.090, 1.481, 1.097, 2.158,0,0,0,0,0,0, 2.496, 1.481, 1.133, 2.158,0,0,0,0,0,0,8
 1.000, 2.359,0,0,0,0,0,0,0,0, 0.878, 2.359,0,0,0,0,0,0,0,0, 1.000, 2.359,0,0,0,0,0,0,0,0, 3.094, 2.359,0,0,0,0,0,0,0,0, 4.622, 2.999, 3.672, 2.359, 1.349, 2.397, 1.307, 2.723, 0.933, 2.121,7
 1.000, 0.904, 0.882, 0.979, 0.859, 1.004, 0.776, 1.154, 0.743, 1.117, 0.164, 1.544, 0.152, 0.904, 0.109, 1.694, 0.102, 1.154, 0.096, 1.004, 1.000, 0.904, 0.882, 0.979, 0.859, 1.004, 0.776, 1.154, 0.743, 1.117, 2.688, 5.421, 1.024, 3.238, 0.701, 4.216, 0.677, 0.904, 0.622, 1.004,19.111, 5.421,11.270, 3.238, 9.417, 4.216, 7.926, 1.004, 6.223, 4.907,2
 0.651, 1.330,0,0,0,0,0,0,0,0, 0.495, 1.330,0,0,0,0,0,0,0,0, 0.651, 1.330,0,0,0,0,0,0,0,0, 1.814, 1.493, 1.217, 1.330,0,0,0,0,0,0, 5.506, 1.493, 2.423, 1.330,0,0,0,0,0,0,4
 1.000, 1.192, 0.660, 8.759, 0.642, 2.773, 0.594, 8.081, 0.564, 1.682, 0.849, 1.192, 0.608, 8.759, 0.592, 2.773, 0.512, 8.081, 0.493, 1.682, 1.000, 1.192, 0.660, 8.759, 0.642, 2.773, 0.594, 8.081, 0.564, 1.682, 1.449, 1.192, 1.285, 8.081, 1.207, 2.773, 0.973, 1.995, 0.781, 8.759, 2.270, 1.305, 1.871, 1.192, 1.772, 0.929, 1.690, 8.081, 1.619, 1.995,3
 1.000, 3.451,0,0,0,0,0,0,0,0, 0.909, 3.451,0,0,0,0,0,0,0,0, 1.000, 3.451,0,0,0,0,0,0,0,0, 1.152, 3.451,0,0,0,0,0,0,0,0, 1.713, 3.451,0,0,0,0,0,0,0,0,6
 1.000, 0.979, 0.904, 2.497, 0.857, 2.460, 0.605, 2.121, 0.556, 1.418, 0.585, 2.460, 0.583, 2.497, 0.469, 0.979, 0.385, 2.121, 0.184, 1.418, 1.000, 0.979, 0.904, 2.497, 0.857, 2.460, 0.605, 2.121, 0.556, 1.418, 3.296, 1.544, 2.048, 0.979, 1.553, 2.497, 1.442, 2.460, 1.347, 2.121,11.735, 0.979, 5.428, 2.497, 4.630, 1.418, 3.284, 2.121,0,0,4
 0.967, 0.979, 0.736, 1.180, 0.721, 2.460, 0.683, 1.255, 0.628, 1.368, 0.372, 2.460, 0.265, 2.497, 0.196, 0.979, 0.156, 2.108, 0.125, 2.221, 0.967, 0.979, 0.736, 1.180, 0.721, 2.460, 0.683, 1.255, 0.628, 1.368, 1.624, 0.979, 0.853, 1.656, 0.786, 2.497, 0.439, 2.460, 0.400, 2.108,13.834, 0.979, 9.804, 1.656, 5.250, 2.497, 5.241, 1.255, 4.948, 1.180,4
 1.000, 2.773, 0.622, 2.623, 0.569, 2.573,0,0,0,0, 0.945, 2.773, 0.536, 2.623, 0.499, 2.573,0,0,0,0, 1.000, 2.773, 0.622, 2.623, 0.569, 2.573,0,0,0,0, 1.893, 2.773, 1.434, 2.573, 0.804, 2.623,0,0,0,0, 2.796, 2.773, 1.692, 2.573, 1.081, 2.623,0,0,0,0,6
 1.000,12.762,0,0,0,0,0,0,0,0, 0.993,12.762,0,0,0,0,0,0,0,0, 1.000,12.762,0,0,0,0,0,0,0,0, 2.060,12.762,0,0,0,0,0,0,0,0, 2.451,12.762,0,0,0,0,0,0,0,0,3
 1.000, 0.916, 0.690, 0.991, 0.663, 1.042, 0.642, 1.079, 0.630, 1.230, 0.429, 3.363, 0.251, 0.916, 0.225, 9.261, 0.216, 3.865, 0.182, 3.150, 1.000, 0.916, 0.690, 0.991, 0.663, 1.042, 0.642, 1.079, 0.630, 1.230, 1.170, 3.363, 0.793, 1.142, 0.789, 0.916, 0.624, 3.150, 0.601, 3.865, 5.425, 0.916, 4.287, 1.142, 3.276, 0.991, 2.679, 1.431, 2.486, 1.042,3
 1.000, 0.904, 0.839, 0.979, 0.804, 1.016, 0.802, 1.042, 0.766, 1.318, 0.281, 1.318, 0.165, 1.242, 0.116, 0.904, 0.094, 1.192, 0.071, 1.042, 1.000, 0.904, 0.839, 0.979, 0.804, 1.016, 0.802, 1.042, 0.766, 1.318, 1.171, 1.318, 1.151, 1.242, 0.408, 0.904, 0.335, 1.042,0,0, 6.005, 1.042, 5.423, 0.904, 4.049, 1.242, 4.048, 1.192, 3.978, 1.380,4
 0.762, 1.129, 0.663, 1.280, 0.610, 1.380,0,0,0,0, 0.207, 1.380, 0.075, 1.129,0,0,0,0,0,0, 0.762, 1.129, 0.663, 1.280, 0.610, 1.380,0,0,0,0,11.293, 1.380,0,0,0,0,0,0,0,0,42.005, 1.380, 9.251, 1.129, 8.902, 2.585,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
 0.817, 0.991, 0.779, 1.029, 0.723, 1.079, 0.699, 1.142, 0.635, 1.230, 0.096, 1.230, 0.059, 1.142, 0.050, 0.991, 0.042, 1.029, 0.040, 1.569, 0.817, 0.991, 0.779, 1.029, 0.723, 1.079, 0.699, 1.142, 0.635, 1.230, 1.298, 1.230, 0.348, 1.744, 0.345, 2.171, 0.267, 1.569, 0.265, 1.142,11.791, 1.230, 6.050, 2.171, 5.646, 1.744, 5.458, 1.569, 5.220, 1.142,4
 1.000, 1.707, 0.764, 0.904, 0.658, 0.979, 0.644, 1.004, 0.628, 1.029, 0.701, 1.707,0,0,0,0,0,0,0,0, 1.000, 1.707, 0.764, 0.904, 0.658, 0.979, 0.644, 1.004, 0.628, 1.029, 1.668, 2.510, 1.124, 1.707, 0.994, 2.372, 0.582, 2.936, 0.490, 1.029, 5.716, 1.029, 4.839, 1.368, 4.151, 0.904, 4.057, 1.142, 3.355, 1.707,3
 1.000, 2.811, 0.639, 0.941, 0.559, 1.016,0,0,0,0, 0.817, 2.811,0,0,0,0,0,0,0,0, 1.000, 2.811, 0.639, 0.941, 0.559, 1.016,0,0,0,0, 0.956, 2.811, 0.327, 0.941, 0.208, 1.016,0,0,0,0, 6.665, 1.368, 5.268, 1.192, 4.162, 1.092, 3.978, 0.941, 3.924, 1.958,7
 1.000, 2.798, 0.807, 2.121, 0.650, 2.598, 0.503, 1.983,0,0, 0.937, 2.798, 0.703, 2.121, 0.530, 2.598, 0.452, 1.983,0,0, 1.000, 2.798, 0.807, 2.121, 0.650, 2.598, 0.503, 1.983,0,0, 2.072, 2.121, 1.836, 1.983, 1.555, 2.798, 0.832, 2.911, 0.798, 2.598, 5.321, 0.941, 4.289, 1.205, 3.115, 1.531, 3.056, 1.393, 2.213, 2.121,8
 0.980, 0.954, 0.748, 1.154, 0.694, 1.255, 0.674, 1.280, 0.625, 1.355, 0.257, 2.033, 0.178, 0.954, 0.168, 2.121, 0.133, 1.945, 0.121, 2.209, 0.980, 0.954, 0.748, 1.154, 0.694, 1.255, 0.674, 1.280, 0.625, 1.355, 1.909, 0.954, 1.757, 1.355, 1.116, 2.033, 0.384, 1.154,0,0,15.240, 0.954,14.456, 1.355, 6.438, 1.154, 4.554, 1.280, 3.389, 2.033,4
 1.000, 0.904, 0.972, 0.954, 0.885, 0.991, 0.851, 1.042, 0.829, 1.067, 0.177, 1.882, 0.116, 1.694, 0.114, 0.954, 0.111, 2.209, 0.103, 0.904, 1.000, 0.904, 0.972, 0.954, 0.885, 0.991, 0.851, 1.042, 0.829, 1.067, 1.937, 1.694, 1.007, 1.230, 1.005, 2.209, 0.594, 1.882, 0.585, 2.108, 9.368, 1.230, 6.874, 1.694, 6.183, 2.209, 4.812, 1.456, 4.227, 0.991,3
 1.000, 0.929, 0.888, 1.004, 0.849, 1.042, 0.823, 1.092, 0.787, 2.183, 0.499, 2.183, 0.487, 2.359, 0.331, 2.271, 0.202, 2.209, 0.172, 2.246, 1.000, 0.929, 0.888, 1.004, 0.849, 1.042, 0.823, 1.092, 0.787, 2.183, 1.182, 2.359, 0.671, 1.995, 0.609, 2.183, 0.575, 2.209, 0.449, 2.271, 6.496, 0.929, 4.620, 1.092, 4.122, 1.217, 4.095, 1.042, 4.064, 1.594,4
 1.000, 1.042, 0.743, 0.941, 0.606, 1.180, 0.532, 1.318, 0.501, 1.393, 0.469, 1.042, 0.190, 0.941,0,0,0,0,0,0, 1.000, 1.042, 0.743, 0.941, 0.606, 1.180, 0.532, 1.318, 0.501, 1.393, 2.357, 1.042, 2.138, 1.393, 1.733, 0.941,0,0,0,0,15.534, 1.393,10.803, 1.832, 8.042, 1.042, 6.803, 1.180, 6.622, 2.234,4
 0.975, 0.916, 0.932, 0.941, 0.897, 1.029, 0.779, 1.104, 0.757, 4.041, 0.583, 4.041, 0.315, 2.761,0,0,0,0,0,0, 0.975, 0.916, 0.932, 0.941, 0.897, 1.029, 0.779, 1.104, 0.757, 4.041, 2.097, 3.338, 1.976, 1.293, 1.654, 1.631, 1.460, 4.041, 0.596, 8.219,15.911, 1.293,14.636, 1.631, 7.045, 0.941, 6.524, 2.096, 5.932, 1.104,4
 1.000, 2.171,0,0,0,0,0,0,0,0, 0.850, 2.171,0,0,0,0,0,0,0,0, 1.000, 2.171,0,0,0,0,0,0,0,0, 2.245, 2.171,0,0,0,0,0,0,0,0, 5.168, 1.104, 3.988, 2.171, 2.470, 0.991, 2.366, 1.594, 1.900, 1.380,7
 1.000, 1.544,0,0,0,0,0,0,0,0, 0.874, 1.544,0,0,0,0,0,0,0,0, 1.000, 1.544,0,0,0,0,0,0,0,0, 1.270, 1.544,0,0,0,0,0,0,0,0, 1.818, 1.544,0,0,0,0,0,0,0,0,7
 0.935, 1.067, 0.906, 0.991, 0.741, 1.180, 0.664, 1.293,0,0, 0.193, 1.067, 0.149, 1.293, 0.110, 0.991, 0.062, 1.180,0,0, 0.935, 1.067, 0.906, 0.991, 0.741, 1.180, 0.664, 1.293,0,0, 4.053, 1.293,0,0,0,0,0,0,0,0,23.127, 1.293, 7.892, 1.067, 7.101, 1.995, 7.005, 1.807, 6.991, 1.180,4
 1.000, 0.904, 0.921, 2.886, 0.696, 1.117, 0.638, 1.192, 0.605, 1.242, 0.755, 2.886, 0.230, 0.904,0,0,0,0,0,0, 1.000, 0.904, 0.921, 2.886, 0.696, 1.117, 0.638, 1.192, 0.605, 1.242, 6.298, 2.886, 2.019, 0.904,0,0,0,0,0,0,13.488, 0.904, 8.696, 2.886, 5.152, 1.242, 4.655, 1.117, 4.264, 1.531,7
 1.000, 2.899, 0.633, 0.904, 0.580, 0.929, 0.522, 0.954,0,0, 0.907, 2.899,0,0,0,0,0,0,0,0, 1.000, 2.899, 0.633, 0.904, 0.580, 0.929, 0.522, 0.954,0,0, 6.140, 2.899,0,0,0,0,0,0,0,0, 7.408, 6.036, 7.378, 2.899, 5.145,11.143, 4.516, 1.393, 3.725, 5.446,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
 0.997, 0.916,0,0,0,0,0,0,0,0, 0.666, 0.916,0,0,0,0,0,0,0,0, 0.997, 0.916,0,0,0,0,0,0,0,0,122.165, 0.916,0,0,0,0,0,0,0,0,183.899, 0.916,0,0,0,0,0,0,0,0,4
 1.000, 2.284,0,0,0,0,0,0,0,0, 0.975, 2.284,0,0,0,0,0,0,0,0, 1.000, 2.284,0,0,0,0,0,0,0,0, 2.276, 2.284,0,0,0,0,0,0,0,0, 2.538, 2.284,0,0,0,0,0,0,0,0,7
 0.915, 0.966, 0.876, 0.941, 0.765, 1.042, 0.764, 1.079, 0.650, 1.117, 0.362, 0.966, 0.335, 0.941, 0.256, 1.042, 0.233, 1.079, 0.135, 1.330, 0.915, 0.966, 0.876, 0.941, 0.765, 1.042, 0.764, 1.079, 0.650, 1.117, 1.049, 0.966, 0.875, 1.042, 0.688, 1.079, 0.372, 1.117, 0.335, 0.941, 9.366, 3.288, 4.297, 0.966, 3.810, 1.355, 3.799, 1.882, 3.573, 1.117,4
 1.000, 1.682, 0.813, 2.234, 0.737, 2.183, 0.557, 2.259,0,0, 0.930, 1.682, 0.683, 2.183, 0.595, 2.234, 0.256, 2.259,0,0, 1.000, 1.682, 0.813, 2.234, 0.737, 2.183, 0.557, 2.259,0,0, 1.798, 2.183, 1.772, 1.682, 1.196, 2.234, 0.586, 2.259,0,0, 2.248, 1.682, 2.126, 2.183, 1.486, 2.259, 1.483, 2.234,0,0,7
 1.000, 0.954, 0.856, 0.916, 0.796, 1.004, 0.722, 1.054, 0.706, 1.079, 0.226, 0.954, 0.082, 1.343, 0.069, 0.916, 0.065, 1.079, 0.064, 1.004, 1.000, 0.954, 0.856, 0.916, 0.796, 1.004, 0.722, 1.054, 0.706, 1.079, 1.313, 1.343, 0.470, 1.079, 0.327, 0.954, 0.263, 1.205,0,0,11.791, 1.343, 6.619, 1.079, 4.825, 1.205, 4.420, 1.870, 4.169, 0.954,4
 0.910, 0.966, 0.864, 0.941, 0.832, 1.016, 0.727, 1.092, 0.716, 1.117, 0.423, 2.171, 0.143, 2.020, 0.105, 0.966, 0.105, 1.405, 0.088, 1.016, 0.910, 0.966, 0.864, 0.941, 0.832, 1.016, 0.727, 1.092, 0.716, 1.117, 1.933, 2.171, 1.879, 2.020, 0.534, 1.405, 0.514, 1.318, 0.410, 1.016,11.143, 3.338,11.099, 4.982, 9.129, 4.267, 6.203, 1.016, 6.030, 2.811,4
 1.000, 1.067,0,0,0,0,0,0,0,0, 0.911, 1.067,0,0,0,0,0,0,0,0, 1.000, 1.067,0,0,0,0,0,0,0,0, 2.416, 1.067,0,0,0,0,0,0,0,0, 4.637, 1.368, 3.047, 1.067, 1.013, 1.230,0,0,0,0,7
 1.000, 0.916, 0.999, 0.954, 0.846, 1.004, 0.826, 1.092, 0.789, 1.029, 0.217, 4.706, 0.177, 0.954, 0.173, 0.916, 0.170, 1.092, 0.151, 1.669, 1.000, 0.916, 0.999, 0.954, 0.846, 1.004, 0.826, 1.092, 0.789, 1.029, 0.869, 1.092, 0.613, 1.669, 0.531, 1.606, 0.484, 0.954, 0.438, 0.916, 8.696, 1.092, 4.384, 0.954, 3.938, 1.418, 3.697, 1.029, 3.643, 1.870,3
 1.000, 1.393,0,0,0,0,0,0,0,0, 0.893, 1.393,0,0,0,0,0,0,0,0, 1.000, 1.393,0,0,0,0,0,0,0,0, 2.295, 1.393,0,0,0,0,0,0,0,0, 2.459, 1.393,0,0,0,0,0,0,0,0,8
 1.000, 0.929, 0.842, 0.904, 0.687, 0.966, 0.639, 1.079, 0.556, 1.129, 0.312, 0.929, 0.192, 0.966, 0.175, 1.079, 0.072, 0.904, 0.067, 1.129, 1.000, 0.929, 0.842, 0.904, 0.687, 0.966, 0.639, 1.079, 0.556, 1.129, 1.720, 0.966, 0.622, 1.079, 0.520, 0.929, 0.442, 1.129, 0.403, 1.343, 5.914, 0.966, 5.568, 1.129, 4.946, 1.343, 3.093, 0.929, 2.957, 1.531,4
 1.000, 1.042, 0.868, 1.104, 0.805, 1.004, 0.789, 0.954, 0.598, 1.192, 0.449, 1.042, 0.317, 1.104, 0.240, 0.954, 0.217, 1.004,0,0, 1.000, 1.042, 0.868, 1.104, 0.805, 1.004, 0.789, 0.954, 0.598, 1.192, 9.674, 5.346, 2.515, 3.702,0,0,0,0,0,0,34.654, 5.346,16.450, 3.702, 8.100, 1.330, 7.322, 2.660, 7.076, 1.782,4
 1.000, 0.929, 0.970, 1.205, 0.882, 0.954, 0.844, 1.004, 0.831, 0.979, 0.596, 2.635, 0.530, 1.205, 0.499, 1.656, 0.292, 0.929, 0.284, 1.167, 1.000, 0.929, 0.970, 1.205, 0.882, 0.954, 0.844, 1.004, 0.831, 0.979, 1.298, 2.635, 1.298, 1.205, 1.255, 1.656, 1.001, 1.167, 0.909, 0.929, 3.622, 1.042, 3.401, 0.929, 3.281, 1.656, 3.165, 1.004, 3.151, 1.794,8
 1.000, 2.447, 0.701, 2.635, 0.565, 2.472, 0.509, 0.941,0,0, 0.770, 2.447, 0.544, 2.635, 0.370, 2.472,0,0,0,0, 1.000, 2.447, 0.701, 2.635, 0.565, 2.472, 0.509, 0.941,0,0, 1.917, 2.635, 1.423, 2.472, 1.173, 2.447, 0.459, 0.991, 0.440, 1.104, 7.043, 1.305, 4.420, 0.991, 4.122, 1.104, 2.771, 1.682, 2.384, 2.472,7
